Data object,Field name,Data type,Display name (en_US),Sample(s),Description,Alternative wording,Category,Business scenarios,Used as identifier (default csv schema)
SupplyPlan,validFrom,String,Valid from,2023-06-28T14:30:36+0000,The date and time that the supply plan is valid from (ISO 8601).,,,,
SupplyPlan,validTo,String,Valid to,2023-06-28T14:30:36+0000,The date and time that the supply plan is valid to (ISO 8601).,,,,
Catalog,   --------   ,   --------   ,   --------   ,   --------   ,   --------   ,   --------   ,Master data,Supply and demand planning|Inbound supply|Manufacturing|Inventory management|Inventory allocation|Fulfillment|Outbound logistics|Payments and Invoices|Supplier compliance management|Track and trace|ESG management|Product carbon footprint,   --------   
Catalog,levelType,String,Level type,"CATEGORY, BRAND, FAMILY, LINE, SEGMENT",Type of level that is used for categorization or filtering.,,,,required fields: levelType
Catalog,code,String,Code,HMC,The actual name value of the level type.,,,,required fields: code
Catalog,catalogType,String,Catalog type,"PRODUCT, ITEM",The top-level catalog type when multiple items exist.,,,,required fields: catalogType
Catalog,additionalSortableNumValues,[UniqueNameNumberPair],Additional sortable num values,,,,,,
Catalog,additionalSortableStringValues,[UniqueNameStringPair],Additional sortable string values,,,,,,
Catalog,calculatedNumValue,Float,Calculated num value,,,,,,
Catalog,calculatedStringValue,String,Calculated string value,,,,,,
Catalog,currentYearEmissionsTarget,Float,Current year emissions target,159.88,The target value for the current year emissions.,,,,
Catalog,description,String,Description,Hardware Maintenance Control,Description of the product.,,,,
Catalog,emissionsFactorGroup,FactorGroup,Emissions factor group,(see object),Reference to the emissions factor group that is applied to this product category level.,,,,
Catalog,factors,FactorCursor,Factors,(see object),A deprecated entry. Reference to the factors used in score calculation.,,,,
Catalog,name,String,Name,HMC,Descriptive name of the catalog code.,,,,
Catalog,parentCode,String,Parent code,,Code of the parent catalog,,,,
Catalog,parentLevel,String,Parent level,(see object),Reference to parent catalog id associated with the catalog.,,,,
Catalog,preferredPcfRecordProvider,Organization,Preferred pcf record provider,,Reference to organization that is the preferred PCF record provider for products in this category.,,,,
Catalog,sourceLink,String,Source link,http://source-system.com/home.html,A direct link to the source of the data if available.,,,,
Location,   --------   ,   --------   ,   --------   ,   --------   ,   --------   ,   --------   ,Master data,Risk management|Supply and demand planning|Inbound supply|Manufacturing|Inventory management|Inventory allocation|Fulfillment|Outbound logistics|Payments and Invoices|Multi-tier supplier mapping|Supplier compliance management|Track and trace|Asset management|ESG management,   --------   
Location,locationIdentifier,String,Location ID,9K8,Unique identifier for a location.,location: parcel; identifier: id|number|code|num|no.,,,required fields: locationIdentifier
Location,additionalSortableNumValues,[UniqueNameNumberPair],Additional sortable num values,,,,,,
Location,additionalSortableStringValues,[UniqueNameStringPair],Additional sortable string values,,,,,,
Location,address1,String,Address1,Keji South 1st Rd,Street address line one.,,,,
Location,address2,String,Address2,n/a,Street address line two.,,,,
Location,calculatedNumValue,Float,Calculated num value,,,,,,
Location,calculatedStringValue,String,Calculated string value,,,,,,
Location,city,String,City,Guangdong Sheng,Name of the location city.,,,,
Location,coordinates,String,Coordinates,"35.792603, -78.883066","Geospatial coordinates of the shipment's current location (latitude, longitude).",,,,
Location,country,String,Country,China,Country name. A country code that is translated into a string.,,,,
Location,countyRegion,String,County region,Los Angeles County,A geographic region within a state or province that is used for administrative or political purposes.,,,,
Location,distributionsGroupIds,[String!],Distributions group ids,(see object),Reference to the distribution group identifiers associated with the location.,,,,
Location,earliestTimestamp,DateTime,Earliest timestamp,2022-06-02T00:00:00+0000,The date and time of earliest event referencing this Location (ISO 8601).,timestamp: date|time,,,
Location,geo,String,Geo,AP,Name of the location city.,,,,
Location,geoLocation,String,Geo location,"Chicago, IL. 60606 - US",Derived string of the full location.,location: parcel,,,
Location,includeInCorrelation,Boolean,Include in correlation,TRUE,An indication of whether this location is used in correlation calculations.,,,,
Location,latestTimestamp,DateTime,Latest timestamp,2022-06-02T00:00:00+0000,The date and time of most recent event that references this Location (ISO 8601).,timestamp: date|time,,,
Location,locationGroups,LocationGroupsCursor,Location groups,(see object),Reference to location groups associated with the location.,location: parcel,,,
Location,locationName,String,Location name,IBM SHENZHEN,Descriptive name of the organization.,location: parcel,,,
Location,locationSubtype,String,Subtype,"Manufacturing, Distribution, Headquarters",Subtype of location that is used for categorization or filtering.,location: parcel,,,
Location,locationType,String,Location type,"ORGANIZATION, CUSTOMER, SUPPLIER, STORE",Type of location that is used for categorization or filtering.,location: parcel,,,
Location,organizations,OrganizationsCursor,Organizations,(see object),Reference to organizations associated with the location,,,,
Location,owningOrganization,Organization,Owning organization,(see object),Reference to the organization that owns the location.,organization: buyer|vendor|carrier|supplier|customer|org,,,
Location,postalCode,String,Postal code,518057,Postal code or zip code.,postal: zip|zipcode,,,
Location,primaryContact,Contact,Primary contact,(see object),Reference to the primary contact for the location.,contact: employee,,,
Location,secondaryIdentifier,String,Secondary identifier,USA,Additional identifier associated with the location.,identifier: id|number|code|num|no.,,,
Location,shipFromLocationShipments,ShipmentsCursor,Ship from location shipments,(see object),Reference to shipments associated with the send-from location.,ship: shipped; location: parcel,,,
Location,shipToLocationOrderLines,OrderLinesCursor,Ship to location order lines,(see object),Reference to send-to location order lines associated with the location.,ship: shipped; location: parcel; order: PO|sale|sold,,,
Location,shipToLocationOrders,OrdersCursor,Ship to location orders,(see object),Reference to send-to-location orders associated with the location.,ship: shipped; location: parcel,,,
Location,shipToLocationShipments,ShipmentsCursor,Ship to location shipments,(see object),Reference to shipments associated with the send-to location.,ship: shipped; location: parcel,,,
Location,sourceLink,String,Source link,http://source-system.com/home.html,A direct link to the source of the data if available.,,,,
Location,stateProvince,String,State-province,Shenzhen Shi,State or province name.,,,,
Location,status,String,Status,Active,Status of the location.,,,,
LocationGroup,   --------   ,   --------   ,   --------   ,   --------   ,   --------   ,   --------   ,Master data,Risk management|Supply and demand planning|Inbound supply|Manufacturing|Inventory management|Inventory allocation|Fulfillment|Outbound logistics|Payments and Invoices|Multi-tier supplier mapping|Supplier compliance management|Track and trace|Asset management|ESG management,   --------   
LocationGroup,locationGroupIdentifier,String,Location group identifier,Northeast,"Unique identifier for a location group. For example, the Northeast.",location: parcel; identifier: id|number|code|num|no.,,,required fields: locationGroupIdentifier
LocationGroup,additionalSortableNumValues,[UniqueNameNumberPair],Additional sortable num values,,,,,,
LocationGroup,additionalSortableStringValues,[UniqueNameStringPair],Additional sortable string values,,,,,,
LocationGroup,calculatedNumValue,Float,Calculated num value,,,,,,
LocationGroup,calculatedStringValue,String,Calculated string value,,,,,,
LocationGroup,locationGroupName,String,Location group name,Northeast Region,"Descriptive name of the organization. For example, the Northeast Region.",location: parcel,,,
LocationGroup,locationGroupType,String,Location group type,"ORGANIZATION, CUSTOMER, SUPPLIER, STORE",The type of location used for categorization or filtering.,location: parcel,,,
LocationGroup,locations,LocationsCursor,Locations,(see object),Reference to the locations that are included in the location group.,,,,
LocationGroup,sourceLink,String,Source link,http://source-system.com/home.html,A direct link to the source of the data if available.,,,,
Organization,   --------   ,   --------   ,   --------   ,   --------   ,   --------   ,   --------   ,Master data,Risk management|Inbound supply|Manufacturing|Fulfillment|Outbound logistics|Payments and Invoices|Multi-tier supplier mapping|Supplier compliance management|Track and trace|Asset management|ESG management,   --------   
Organization,organizationIdentifier,String,Organization ID,7584245,Unique identifier for an organization.,organization: buyer|vendor|carrier|supplier|customer|org; identifier: id|number|code|num|no.,,,required fields: organizationIdentifier
Organization,additionalSortableNumValues,[UniqueNameNumberPair],Additional sortable num values,,,,,,
Organization,additionalSortableStringValues,[UniqueNameStringPair],Additional sortable string values,,,,,,
Organization,billToOrganizationOrders,OrdersCursor,Bill to organization orders,(see object),Reference to the bill of organization orders associated with the organization.,organization: buyer|vendor|carrier|supplier|customer|org,,,
Organization,buyerOrders,OrdersCursor,Buyer orders,(see object),Reference to customer orders associated with the organization.,,,,
Organization,calculatedNumValue,Float,Calculated num value,,,,,,
Organization,calculatedStringValue,String,Calculated string value,,,,,,
Organization,carrierShipments,ShipmentsCursor,Carrier shipments,(see object),Reference to shipments associated with the shipping or courier organization.,,,,
Organization,category1,Catalog,Category1,(see object),Reference to the first level category associated with the organization.,,,,
Organization,category2,Catalog,Category2,(see object),Reference to the second level category associated with the organization.,,,,
Organization,category3,Catalog,Category3,(see object),Reference to the third level category associated with the organization.,,,,
Organization,category4,Catalog,Category4,(see object),Reference to the fourth level category associated with the organization.,,,,
Organization,defaultBucketDefinition,String,Default bucket definition,d763ad84-e913-11e9-81b4,"Default bucket reference, by ID.",,,,
Organization,division,String,Organization division,Services,"Division name of this specific organization, if applicable.",,,,
Organization,invoices,InvoicesCursor,Invoices,(see object),Reference to the invoices associated with the organization.,,,,
Organization,lastPortalLoginDate,DateTime,Last login,,Date and Time that a user in this organization last accessed the Portal.,last: lst; date: time|timestamp,,,
Organization,location,Location,Location,(see object),Reference to location id associated with the organization.,location: parcel,,,
Organization,name,String,Organization name,AIG COMPUTER SERVICES LTD,Descriptive name of the organization.,,,,
Organization,onboardingStatus,String,Onboarding status,PENDING,Status indication for onboarding this organization to the platform.,,,,
Organization,orgType,String,Organization type,SUPPLIER,An indication of the type of organization.,,,,
Organization,owningOrganizationLocations,LocationCursor,Owning organization locations,(see object),Reference to owning organization locations.,organization: buyer|vendor|carrier|supplier|customer|org,,,
Organization,owningOrganizationOrders,OrdersCursor,Owning organization orders,(see object),Reference to the owning organization orders associated with the organization.,organization: buyer|vendor|carrier|supplier|customer|org,,,
Organization,owningTenant,String,Owning tenant,bb937633-25aa-4733-8086-058db5b0a3dc,An indication of the type of organization for categorization and filtering purposes.,,,,
Organization,primaryContact,Contact,Primary contact,(see object),Reference to the primary contact for the organization.,contact: employee,,,
Organization,secondaryIdentifier,String,Secondary identifier,AIG,Unique identifier for an organization.,identifier: id|number|code|num|no.,,,
Organization,sellerOrders,OrdersCursor,Seller orders,(see object),Reference to supplier orders associated with the organization.,,,,
Organization,sourceLink,String,Source link,http://source-system.com/home.html,A direct link to the source of the data if available.,,,,
Product,   --------   ,   --------   ,   --------   ,   --------   ,   --------   ,   --------   ,Master data,Supply and demand planning|Inbound supply|Manufacturing|Inventory management|Inventory allocation|Fulfillment|Outbound logistics|Payments and Invoices|Supplier compliance management|Track and trace|ESG management|Product carbon footprint,   --------   
Product,partNumber,String,Product ID,*** GTIN***,Unique identifier for the product.,number: num|no.,,,required fields: partNumber
Product,additionalInfo,[TypedNameValue],Additional info,,,,,,
Product,additionalSortableNumValues,[UniqueNameNumberPair],Additional sortable num values,,,,,,
Product,additionalSortableStringValues,[UniqueNameStringPair],Additional sortable string values,,,,,,
Product,annualOrderEmissions,Float,Annual order emissions,12,12 month total order emissions.,order: PO|sale|sold,,,
Product,annualOrderQuantity,Float,Annual order quantity,12,12 month total order quantity.,order: PO|sale|sold; quantity: qty,,,
Product,annualOrderValue,Float,Annual order value,12,12 month total order value.,order: PO|sale|sold,,,
Product,brand,Catalog,Brand,(see object),Reference to brand associated with the product.,,,,
Product,calculatedNumValue,Float,Calculated num value,,,,,,
Product,calculatedStringValue,String,Calculated string value,,,,,,
Product,category,Catalog,Category,(see object),Reference to category associated with the product.,,,,
Product,defaultQuantityUnits,String,Default quantity units,EA,Units of measure from the source system.  Standard UOM or ISO format.,quantity: qty,,,
Product,description,String,Description,Hardware Maintenance Cont CR9,Description of the product.,,,,
Product,earliestTimestamp,DateTime,Earliest timestamp,2023-06-28T14:30:36+0000,The date and time of earliest event for this Product (ISO 8601).,timestamp: date|time,,,
Product,family,Catalog,Family,(see object),Reference to family associated with the product.,,,,
Product,latestTimestamp,DateTime,Latest timestamp,2023-06-28T14:30:36+0000,The date and time of most recent event that references this Product (ISO 8601).,timestamp: date|time,,,
Product,line,Catalog,Line,(see object),Reference to line associated with the product.,,,,
Product,measurement,Float,Measurement,2.5,A measurement of the product.,,,,
Product,measurementUnit,String,Measurement unit,kg,Units of the measurement value.,,,,
Product,name,String,Product name,HMC CR9,Descriptive name of the product.,,,,
Product,orderAllocations,OrderAllocationsCursor,Order allocations,(see object),Reference to the order allications that is reserved for pending sales and orders.,order: PO|sale|sold,,,
Product,orderLines,OrderLinesCursor,Order lines,(see object),Reference to order lines associated with the product.,order: PO|sale|sold,,,
Product,owningOrganization,Organization,Owning organization,(see object),Reference to owning organization associated with the product.,organization: buyer|vendor|carrier|supplier|customer|org,,,
Product,packaging,Packaging,Packaging,8 LB ; Carton,Description of the packaging for this product.,,,,
Product,plannerCode,String,Planner code,123,Code indicating the owning planner of this product for categorization and filtering.,,,,
Product,preferredSupplier,ProductSupplier,Preferred supplier,(see object),Reference to the preferred supplier associated with the product.,,,,
Product,productSegment,Catalog,Product segment,(see object),Reference to segment associated with the product.,product: creation|prod,,,
Product,productType,String,Product type,"PRODUCT, ITEM",The type of product used for categorization or filtering.,product: creation|prod,,,
Product,quantityAllocated,Float,Quantity allocated,400,The number of products that are reserved for pending sales and orders.,quantity: qty,,,
Product,quantityNeeded,Float,Quantity needed,500,The number of products that are needed for sales and orders.,quantity: qty,,,
Product,shortageRevenue,Float,Shortage revenue,100000,The total potential revenue is affected due to shortages of this product.,,,,
Product,sourceLink,String,Source link,http://source-system.com/home.html,A direct link to the source of the data if available.,,,,
Product,status,String,Status,Active,Status of the product.,,,,
Product,subCategory,Catalog,Sub category,,,,,,
Product,untraceableLotCount,Int,Untraceable lot count,2,Number of instances of this product that are not traceable to origin. This action sets by the Product instance-derived data rule.,,,,
Product,untraceableLotLatestTimestamp,DateTime,Untraceable lot latest timestamp,2022-06-02T00:00:00+0000,Latest event date and time across all untraceable instances of this product (ISO 8601).,timestamp: date|time,,,
Product,value,Float,Value,1500,Value or price of the product or material.,,,,
Product,valueCurrency,String,Value currency,USD,Currency designation in ISO 4217 format.,,,,
ProductSupplier,   --------   ,   --------   ,   --------   ,   --------   ,   --------   ,   --------   ,Master data,Multi-tier supplier mapping|Supplier compliance management|Track and trace|ESG management|Product carbon footprint,   --------   
ProductSupplier,supplier,Organization,Supplier,(see object),Reference to the supplier associated with the product supplier.,,,,required fields: supplier.organizationIdentifier
ProductSupplier,product,Product,Product,(see object),Reference to the product record for this product supplier.,product: creation|prod,,,required fields: product.partNumber
ProductSupplier,supplierProductNumber,String,Supplier product number,100-4544,The supplier provided identifier for the product.,product: creation|prod; number: num|no.,,,optional fields: supplierProductNumber (default = '')
ProductSupplier,shipToLocationGroup,LocationGroup,Ship to location group,(see object),Reference to the preferred ship to locations for this product supplier.,ship: shipped; location: parcel,,,optional fields: shipToLocationGroup.locationGroupIdentifier (default = '')
ProductSupplier,shipFromLocationGroup,LocationGroup,Ship from location group,(see object),Reference to the preferred ship from locations for this product supplier.,ship: shipped; location: parcel,,,optional fields: shipFromLocationGroup.locationGroupIdentifier (default = '')
ProductSupplier,additionalInfo,[NameValuePair],Additional info,,Additional information about the product supplier.,,,,
ProductSupplier,additionalSortableNumValues,[UniqueNameNumberPair],Additional sortable num values,,,,,,
ProductSupplier,additionalSortableStringValues,[UniqueNameStringPair],Additional sortable string values,,,,,,
ProductSupplier,allChildProductSuppliers,ProductSupplierCursor,All child product suppliers,(see object),Reference to all suppliers downstream in the supply chain of this product.,product: creation|prod,,,
ProductSupplier,calculatedNumValue,Float,Calculated num value,,,,,,
ProductSupplier,calculatedStringValue,String,Calculated string value,,,,,,
ProductSupplier,directChildProductSuppliers,ProductSupplierCursor,Direct child product suppliers,(see object),Reference to all suppliers one level downstream in the supply chain of this product.,product: creation|prod,,,
ProductSupplier,directParentProductSuppliers,ProductSupplierCursor,Direct parent product suppliers,(see object),Reference to all suppliers one level upstream in the supply chain of this product.,product: creation|prod,,,
ProductSupplier,firstShipped,DateTime,First shipped,2023-06-28T14:30:36+0000,The date and time that the supplier first shipped the product (ISO 8601).,shipped: ship,,,
ProductSupplier,lastShipped,DateTime,Last shipped,2023-06-28T14:30:36+0000,The date and time that the supplier last shipped the product (ISO 8601).,last: lst; shipped: ship,,,
ProductSupplier,pcf,Pcf,Pcf,(see object),A deprecated entry. Reference to the product carbon footprint.,,,,
ProductSupplier,price,Float,Price,79.99,Current price paid per unit.,,,,
ProductSupplier,priceCurrency,String,Price currency,USD,Currency designation in ISO 4217 format.,,,,
ProductSupplier,productSupplierType,String,Product supplier type,"PRODUCT, ITEM",The type of product used for categorization or filtering.,product: creation|prod,,,
ProductSupplier,quantityOnOrder,Float,Quantity on order,1445,Quantity of this product on order from the supplier.,quantity: qty; order: PO|sale|sold,,,
ProductSupplier,sourceLink,String,Source link,http://source-system.com/home.html,A direct link to the source of the data if available.,,,,
ProductSupplier,status,String,Status,Active,Status of the supplier product.,,,,
ProductSupplier,supplierProductDescription,String,Supplier product description,Fancy widget,Description of the product provided by the supplier.,product: creation|prod,,,
ProductSupplier,supplierRevision,String,Supplier revision,A123,Revision level or code.,,,,
ProductSupplier,tier,Int,Tier,1,An indication of supplier tier level.,,,,
ProductSupplier,validFrom,DateTime,Valid from,2023-06-28T14:30:36+0000,The date and time that this record can be used from (ISO 8601).,,,,
ProductSupplier,validTo,DateTime,Valid to,2023-06-28T14:30:36+0000,The date and time that this record can be used to (ISO 8601).,,,,
Invoice,   --------   ,   --------   ,   --------   ,   --------   ,   --------   ,   --------   ,Order to cash,Payments and Invoices,   --------   
Invoice,acknowledgements,AcknowledgementsCursor,Acknowledgements,,Reference to the Acknowledgements associated with the invoice.,,,,
Invoice,additionalSortableNumValues,[UniqueNameNumberPair],Additional sortable num values,,,,,,
Invoice,additionalSortableStringValues,[UniqueNameStringPair],Additional sortable string values,,,,,,
Invoice,billToOrganization,Organization,Bill to organization,,"Reference to the organization, which is to be billed for the order.",organization: buyer|vendor|carrier|supplier|customer|org,,,
Invoice,buyer,Organization,Buyer,,Reference to the buyer for invoice.,,,,
Invoice,calculatedNumValue,Float,Calculated num value,,,,,,
Invoice,calculatedStringValue,String,Calculated string value,,,,,,
Invoice,invoiceDate,String,Invoice date,,The date and time that the invoice was created.,date: time|timestamp,,,
Invoice,invoiceIdentifier,String,Invoice identifier,,Unique identifier for an invoice.,identifier: id|number|code|num|no.,,,
Invoice,invoiceLines,InvoiceLinesCursor,Invoice lines,,Reference to the invoice lines associated with the invoice.,,,,
Invoice,lineCount,Int,Line count,,Count of invoice lines associated with the invoice.,,,,
Invoice,orders,OrdersCursor,Orders,,Reference to the payments associated with the shipment.,,,,
Invoice,paymentStatus,String,Payment status,,Derived data for payment status.,,,,
Invoice,payments,PaymentsCursor,Payments,,Reference to the payments associated with the invoice.,,,,
Invoice,quantity,Float,Quantity,,The quantity of this product that is listed on the invoice.,quantity: qty,,,
Invoice,quantityUnits,String,Quantity units,,Units of measurement from the source system in Invoice.,quantity: qty,,,
Invoice,seller,Organization,Seller,,Reference to the seller for the invoice.,,,,
Invoice,shipments,ShipmentsCursor,Shipments,,Reference to the shipments associated with the invoice.,,,,
Invoice,sourceLink,String,Source link,,Direct link to the source of data if available.,,,,
Invoice,status,String,Status,,Overall status of the invoice.,,,,
Invoice,value,Float,Value,,Value of the invoice.,,,,
Invoice,valueCurrency,String,Value currency,,Currency designation in ISO 4217 format.,,,,
Invoice,vendor,Organization,Vendor,,Reference to the vendor associated with invoice.,vendor: buyer|organization|carrier|supplier|customer|org,,,
InvoiceLine,   --------   ,   --------   ,   --------   ,   --------   ,   --------   ,   --------   ,Order to cash,,   --------   
InvoiceLine,additionalSortableNumValues,[UniqueNameNumberPair],Additional sortable num values,,,,,,
InvoiceLine,additionalSortableStringValues,[UniqueNameStringPair],Additional sortable string values,,,,,,
InvoiceLine,calculatedNumValue,Float,Calculated num value,,,,,,
InvoiceLine,calculatedStringValue,String,Calculated string value,,,,,,
InvoiceLine,description,String,Description,,DescriptDescription of the items that are associated with the invoice line.,,,,
InvoiceLine,invoice,Invoice,Invoice,,Reference to the invoice that contains the invoice line.,,,,
InvoiceLine,invoiceLineNumber,String,Invoice line number,,Sequential number of the invoice line.,number: num|no.,,,
InvoiceLine,invoiceSublines,InvoiceSublinesCursor,Invoice sublines,,Reference to the invoice sublines associated with the invoice.,,,,
InvoiceLine,order,Order,Order,,Reference to the order associated with invoice line.,order: PO|sale|sold,,,
InvoiceLine,orderLine,OrderLine,Order line,,Reference to the order line that the invoice line refers to.,order: PO|sale|sold,,,
InvoiceLine,paymentLine,PaymentLine,Payment line,,Reference to the payment line that the invoice line refers to.,,,,
InvoiceLine,product,Product,Product,,Reference to the product associated with invoice line.,product: creation|prod,,,
InvoiceLine,productValue,String,Product value,,Product value associated with invoice line.,product: creation|prod,,,
InvoiceLine,productValueCurrency,String,Product value currency,,Product value currency associated with invoice line.,product: creation|prod,,,
InvoiceLine,quantity,Float,Quantity,,Quantity of the invoice line.,quantity: qty,,,
InvoiceLine,quantityUnits,String,Quantity units,,Units of measurement from the source system in Invoice line.,quantity: qty,,,
InvoiceLine,shipment,Shipment,Shipment,,Reference to the shipment for the invoice line.,shipment: ship,,,
InvoiceLine,value,Float,Value,,Value of the invoice line.,,,,
InvoiceLine,valueCurrency,String,Value currency,,Currency designation in ISO 4217 format.,,,,
Payment,   --------   ,   --------   ,   --------   ,   --------   ,   --------   ,   --------   ,Order to cash,Payments and Invoices,   --------   
Payment,acknowledgements,AcknowledgementsCursor,Acknowledgements,,Reference to the Acknowledgements associated with the payment.,,,,
Payment,additionalSortableNumValues,[UniqueNameNumberPair],Additional sortable num values,,,,,,
Payment,additionalSortableStringValues,[UniqueNameStringPair],Additional sortable string values,,,,,,
Payment,adjustmentDate,String,Adjustment date,,The date and time that the payment was adjusted.,date: time|timestamp,,,
Payment,buyer,Organization,Buyer,,Reference to the buyer for the payment.,,,,
Payment,calculatedNumValue,Float,Calculated num value,,,,,,
Payment,calculatedStringValue,String,Calculated string value,,,,,,
Payment,cdAdjustmentNumber,String,Cd adjustment number,,Optional codeAn optional code that designates the adjustment number.,number: num|no.,,,
Payment,creditDebitFlag,String,Credit debit flag,,Credit debit flag.,,,,
Payment,currency,String,Currency,,Currency designation in ISO 4217 format.,,,,
Payment,invoices,InvoicesCursor,Invoices,,Reference to the invoices associated with the invoice.,,,,
Payment,lineCount,Int,Line count,,Count of the payment lines.,,,,
Payment,orders,OrdersCursor,Orders,,Reference to the orders associated with the payment.,,,,
Payment,paymentDate,String,Payment date,,The date and time of the payment.,date: time|timestamp,,,
Payment,paymentIdentifier,String,Payment identifier,,Unique identifier for a payment record.,identifier: id|number|code|num|no.,,,
Payment,paymentLines,PaymentLinesCursor,Payment lines,,Reference to the payment lines associated with the payment.,,,,
Payment,seller,Organization,Seller,,Reference to the seller for payment.,,,,
Payment,shipments,ShipmentsCursor,Shipments,,Reference to the shipments associated with the payment.,,,,
Payment,sourceLink,String,Source link,,Direct link to the source of data if available.,,,,
Payment,status,String,Status,,Overall status of the payment.,,,,
Payment,totalAmount,Float,Total amount,,Total amount of a payment.,,,,
PaymentLine,   --------   ,   --------   ,   --------   ,   --------   ,   --------   ,   --------   ,Order to cash,,   --------   
PaymentLine,additionalSortableNumValues,[UniqueNameNumberPair],Additional sortable num values,,,,,,
PaymentLine,additionalSortableStringValues,[UniqueNameStringPair],Additional sortable string values,,,,,,
PaymentLine,amount,Float,Amount,,Amount of the payment line.,,,,
PaymentLine,calculatedNumValue,Float,Calculated num value,,,,,,
PaymentLine,calculatedStringValue,String,Calculated string value,,,,,,
PaymentLine,currency,String,Currency,,Currency designation in ISO 4217 format.,,,,
PaymentLine,description,String,Description,,Description of the items associated with the payment line.,,,,
PaymentLine,invoice,Invoice,Invoice,,Reference to the invoice associated with payment line.,,,,
PaymentLine,invoiceLines,InvoiceLinesCursor,Invoice lines,,Reference to the invoice lines associated with the payment line.,,,,
PaymentLine,order,Order,Order,,Reference to the order associated with payment line.,order: PO|sale|sold,,,
PaymentLine,payment,Payment,Payment,,Reference to the payment that contains the payment line.,,,,
PaymentLine,paymentLineNumber,String,Payment line number,,Sequential number of the payment line.,number: num|no.,,,
PaymentLine,paymentSublines,PaymentSublinesCursor,Payment sublines,,Reference to the payment sublines associated with the payment line.,,,,
PaymentLine,quantity,Float,Quantity,,Quantity of the payment line.,quantity: qty,,,
PaymentLine,quantityUnits,String,Quantity units,,Units of measurement from the source system in Payment line.,quantity: qty,,,
Order,   --------   ,   --------   ,   --------   ,   --------   ,   --------   ,   --------   ,Orders and shipments,Risk management|Inbound supply|Manufacturing|Inventory allocation|Fulfillment|Payments and Invoices|ESG management,   --------   
Order,orderType,String,Order type,"INBOUND, OUTBOUND, TRANSFER",Used to designate whether an order is inbound or outbound.,order: PO|sale|sold,,,required fields: orderType
Order,orderIdentifier,String,Order ID,100013204,Unique identifier for an order.,order: PO|sale|sold; identifier: id|number|code|num|no.,,,required fields: orderIdentifier
Order,orderSubType,String,Order sub type,TRANSFER,Used to designate a further sublevel type.,order: PO|sale|sold,,,optional fields: orderSubType (default = '')
Order,ackDate,String,Ack date,2023-06-28T14:30:36+0000,The date and time that the acknowledgement was received (ISO 8601).,ack: acknowledgement; date: time|timestamp,,,
Order,ackLineCount,Int,Ack line count,3,The number of acknowledgment lines associated with the order.,ack: acknowledgement,,,
Order,ackStatus,String,Ack status,"None, partial, complete, cancelled, rejected",An indication that some or all order lines are included in a shipment and if all order lines were delivered to their final destination.,ack: acknowledgement,,,
Order,ackType,String,Ack type,Acknowledged,Acknowledgment type.,ack: acknowledgement,,,
Order,acknowledgement,Acknowledgement,Acknowledgement,(see object),Reference to acknowledgement associated with the order.,,,,
Order,actualDeliveredDelay,Float,Actual delivered delay,0,A calculated entry. The hours between the latest time of arrival on any shipment and the requested delivery date.,,,,
Order,actualShipDelay,Float,Actual ship delay,0,A calculated entry. The hours between the latest sending date on any shipment and the order requested shipment date.,ship: shipped,,,
Order,additionalSortableNumValues,[UniqueNameNumberPair],Additional sortable num values,,,,,,
Order,additionalSortableStringValues,[UniqueNameStringPair],Additional sortable string values,,,,,,
Order,archived,Boolean,Archived,FALSE,An indication of whether the order is active or not.,,,,
Order,billToOrganization,Organization,Bill to organization,(see object),Reference to the bill to the organization ID associated with the order.,organization: buyer|vendor|carrier|supplier|customer|org,,,
Order,buyer,Organization,Customer,(see object),Reference to customer associated with the order.,,,,
Order,calculatedNumValue,Float,Calculated num value,,,,,,
Order,calculatedStringValue,String,Calculated string value,,,,,,
Order,changeSequence,String,Change sequence,199,Change sequence.,,,,
Order,contractNumber,String,Contract number,978745243,Contract number if it exists in which this order is placed.,number: num|no.,,,
Order,costCenter,String,Cost center,A78,"The code that identifies the cost center, which is to be billed for the order.",,,,
Order,createdDate,String,Date created,2023-06-28T14:30:36+0000,The date and time that the order was created in the source system (ISO 8601).,created: creation|create; date: time|timestamp,,,
Order,deliveryStatus,String,Delivery status,0,An indication that if some or all order lines were delivered to their final destination.,delivery: delv|receipt|recieved|deliv,,,
Order,deliveryStatusByDate,String,Delivery status,PARTIALLY_DELIVERED,A calculated entry. The indication that if some or all order lines are delivered to a final destination.,delivery: delv|receipt|recieved|deliv; date: time|timestamp,,,
Order,department,String,Department,D73A,The name or code of the department that owns this order.,,,,
Order,estimatedDeliveryDelay,Float,Estimated delivery delay,-1,A calculated entry. The hours between the latest ETA on any shipment and the order requested delivery date.,delivery: delv|receipt|recieved|deliv,,,
Order,exclude,String,Exclude,yes,"Free-form label, which identifies shipments that are not to be included in KPI calculations.",,,,
Order,freightTerms,String,Freight terms,Net 30,Description of freight terms associated with this order.,,,,
Order,invoiceStatus,String,Invoice status,"None, partial, complete",An indication that if some or all order lines were included in an invoice.,,,,
Order,invoices,InvoicesCursor,Invoices,(see object),Reference to the invoices associated with the order.,,,,
Order,lastModifiedDate,String,Last modified date,2023-06-28T14:30:36+0000,The date and time the order was last modified in source system (ISO 8601).,last: lst; modified: update|updated; date: time|timestamp,,,
Order,lineCount,Int,Line count,5,Count of order lines associated with the order.,,,,
